"subject","type","answer"
"1428411488","practice","7"
"1428411488","practice","7"
"1428411488","practice","7"
"1428411488","t-B2-pet-ext-sbj","1"
"1428411488","t-A1-jul-dat-obj","3"
"1428411488","filler","7"
"1428411488","t-A1-mar-dat-obj","1"
"1428411488","t-A1-jul-nom-obj","3"
"1428411488","filler","4"
"1428411488","t-B1-pet-dat-sbj","1"
"1428411488","filler","7"
"1428411488","t-A2-ada-ext-sbj","2"
"1428411488","t-A1-mar-nom-obj","7"
"1428411488","filler","1"
"1428411488","t-B1-mar-nom-obj","5"
"1428411488","filler","1"
"1428411488","t-A1-ada-nom-obj","1"
"1428411488","t-B1-jul-dat-sbj","1"
"1428411488","filler","6"
"1428411488","t-A2-pet-ext-sbj","1"
"1428411488","t-B2-ada-ext-sbj","6"
"1428411488","filler","7"
"1428411488","t-A2-mar-ext-sbj","2"
"1428411488","filler","3"
"1428411488","t-B2-mar-ext-sbj","3"
"1428411488","t-B1-pet-nom-obj","1"
"1428411488","filler","7"
"1428411488","t-B1-jul-nom-obj","6"
"1428411488","filler","1"
"1428411488","t-B2-jul-ext-sbj","4"
"1428411488","t-B1-mar-nom-sbj","1"
"1428411488","filler","7"
"1428411488","t-A1-pet-nom-obj","7"
"1428411488","t-A1-jul-dat-sbj","1"
"1428411488","filler","3"
"1428411488","t-B1-jul-nom-sbj","1"
"1428411488","filler","1"
"1428411488","t-A1-pet-nom-sbj","1"
"1428411488","t-A1-jul-nom-sbj","1"
"1428411488","filler","1"
"1428411488","t-B1-pet-dat-obj","5"
"1428411488","filler","7"
"1428411488","t-A1-pet-dat-sbj","1"
"1428411488","t-B2-pet-ext-obj","3"
"1428411488","filler","2"
"1428411488","t-A1-ada-dat-sbj","1"
"1428411488","t-B1-mar-dat-sbj","1"
"1428411488","filler","1"
"1428411488","t-A1-mar-dat-sbj","1"
"1428411488","filler","7"
"1428411488","t-A2-ada-ext-obj","1"
"1428411488","t-A1-mar-nom-sbj","1"
"1428411488","filler","4"
"1428411488","t-B1-ada-dat-sbj","1"
"1428411488","filler","1"
"1428411488","t-B2-ada-ext-obj","7"
"1428411488","t-A2-mar-ext-obj","4"
"1428411488","filler","7"
"1428411488","t-B1-mar-dat-obj","7"
"1428411488","t-B1-pet-nom-sbj","1"
"1428411488","filler","1"
"1428411488","t-A1-pet-dat-obj","7"
"1428411488","filler","7"
"1428411488","t-B1-ada-nom-obj","7"
"1428411488","t-B1-jul-dat-obj","7"
"1428411488","filler","1"
"1428411488","t-B2-mar-ext-obj","6"
"1428411488","filler","6"
"1428411488","t-A1-ada-nom-sbj","1"
"1428411488","t-A2-jul-ext-sbj","1"
"1428411488","filler","4"
"1428411488","t-B2-jul-ext-obj","7"
"1428411488","t-B1-ada-nom-sbj","2"
"1428411488","filler","1"
"1428411488","t-A2-pet-ext-obj","5"
"1428411488","filler","7"
"1428411488","t-B1-ada-dat-obj","7"
"1428411488","t-A1-ada-dat-obj","4"
"1428411488","filler","6"
"1428411488","t-A2-jul-ext-obj","4"
"1428411488","filler","6"
"1428411623","practice","7"
"1428411623","practice","7"
"1428411623","practice","1"
"1428411623","t-B2-mar-ext-sbj","4"
"1428411623","filler","6"
"1428411623","t-B1-mar-dat-sbj","2"
"1428411623","t-A1-pet-dat-sbj","1"
"1428411623","filler","7"
"1428411623","t-A1-mar-nom-sbj","1"
"1428411623","filler","6"
"1428411623","t-A2-mar-ext-sbj","1"
"1428411623","t-B1-ada-dat-sbj","5"
"1428411623","filler","2"
"1428411623","t-A1-pet-nom-sbj","1"
"1428411623","filler","1"
"1428411623","t-A2-pet-ext-sbj","1"
"1428411623","t-A2-ada-ext-obj","5"
"1428411623","filler","7"
"1428411623","t-B2-jul-ext-obj","6"
"1428411623","t-A2-ada-ext-sbj","2"
"1428411623","filler","7"
"1428411623","t-A1-ada-nom-sbj","1"
"1428411623","filler","7"
"1428411623","t-B1-jul-dat-obj","7"
"1428411623","t-A2-pet-ext-obj","3"
"1428411623","filler","1"
"1428411623","t-B1-pet-nom-sbj","1"
"1428411623","filler","7"
"1428411623","t-B1-jul-dat-sbj","1"
"1428411623","t-A1-mar-dat-obj","6"
"1428411623","filler","7"
"1428411623","t-A1-ada-nom-obj","6"
"1428411623","t-B1-jul-nom-obj","7"
"1428411623","filler","1"
"1428411623","t-A2-jul-ext-sbj","1"
"1428411623","filler","1"
"1428411623","t-A1-mar-nom-obj","7"
"1428411623","t-B1-pet-dat-obj","7"
"1428411623","filler","7"
"1428411623","t-A2-jul-ext-obj","7"
"1428411623","filler","1"
"1428411623","t-A1-ada-dat-obj","6"
"1428411623","t-B1-ada-nom-obj","7"
"1428411623","filler","7"
"1428411623","t-B1-mar-dat-obj","7"
"1428411623","t-A1-pet-dat-obj","3"
"1428411623","filler","7"
"1428411623","t-A1-jul-nom-sbj","1"
"1428411623","filler","7"
"1428411623","t-B1-mar-nom-sbj","1"
"1428411623","t-B1-ada-dat-obj","7"
"1428411623","filler","1"
"1428411623","t-B1-jul-nom-sbj","1"
"1428411623","filler","1"
"1428411623","t-B2-pet-ext-sbj","1"
"1428411623","t-B1-ada-nom-sbj","1"
"1428411623","filler","7"
"1428411623","t-A1-pet-nom-obj","7"
"1428411623","t-A1-jul-nom-obj","7"
"1428411623","filler","7"
"1428411623","t-B2-jul-ext-sbj","1"
"1428411623","filler","1"
"1428411623","t-A1-ada-dat-sbj","1"
"1428411623","t-A1-mar-dat-sbj","1"
"1428411623","filler","7"
"1428411623","t-B2-ada-ext-obj","6"
"1428411623","filler","7"
"1428411623","t-B1-mar-nom-obj","7"
"1428411623","t-B1-pet-nom-obj","7"
"1428411623","filler","7"
"1428411623","t-B1-pet-dat-sbj","1"
"1428411623","t-A1-jul-dat-sbj","1"
"1428411623","filler","7"
"1428411623","t-B2-pet-ext-obj","7"
"1428411623","filler","7"
"1428411623","t-A1-jul-dat-obj","7"
"1428411623","t-B2-mar-ext-obj","7"
"1428411623","filler","7"
"1428411623","t-A2-mar-ext-obj","5"
"1428411623","filler","7"
"1428411623","t-B2-ada-ext-sbj","1"
"1428412115","practice","7"
"1428412115","practice","7"
"1428412115","practice","1"
"1428412115","t-B1-mar-nom-obj","7"
"1428412115","t-B1-pet-dat-sbj","1"
"1428412115","filler","7"
"1428412115","t-B2-pet-ext-sbj","1"
"1428412115","t-A2-ada-ext-obj","1"
"1428412115","filler","1"
"1428412115","t-B1-jul-dat-sbj","1"
"1428412115","filler","7"
"1428412115","t-A1-mar-dat-sbj","1"
"1428412115","t-B1-ada-dat-sbj","1"
"1428412115","filler","7"
"1428412115","t-B1-jul-nom-obj","7"
"1428412115","filler","7"
"1428412115","t-A1-pet-dat-obj","1"
"1428412115","t-A2-jul-ext-obj","1"
"1428412115","filler","1"
"1428412115","t-B1-ada-dat-obj","7"
"1428412115","t-B1-pet-dat-obj","7"
"1428412115","filler","1"
"1428412115","t-A1-pet-dat-sbj","1"
"1428412115","filler","7"
"1428412115","t-B1-ada-nom-obj","7"
"1428412115","t-B2-mar-ext-sbj","1"
"1428412115","filler","7"
"1428412115","t-A1-ada-dat-sbj","1"
"1428412115","filler","7"
"1428412115","t-B1-jul-nom-sbj","1"
"1428412115","t-B1-pet-nom-sbj","1"
"1428412115","filler","7"
"1428412115","t-B1-mar-dat-obj","7"
"1428412115","t-A1-jul-dat-obj","1"
"1428412115","filler","1"
"1428412115","t-A1-ada-dat-obj","1"
"1428412115","filler","7"
"1428412115","t-A2-mar-ext-sbj","1"
"1428412115","t-B2-ada-ext-sbj","1"
"1428412115","filler","7"
"1428412115","t-B1-jul-dat-obj","7"
"1428412115","filler","1"
"1428412115","t-B1-pet-nom-obj","7"
"1428412115","t-A1-pet-nom-sbj","1"
"1428412115","filler","7"
"1428412115","t-B2-ada-ext-obj","7"
"1428412115","t-B2-jul-ext-sbj","1"
"1428412115","filler","7"
"1428412115","t-A1-mar-dat-obj","1"
"1428412115","filler","1"
"1428412115","t-A2-ada-ext-sbj","1"
"1428412115","t-A1-ada-nom-obj","7"
"1428412115","filler","1"
"1428412115","t-B1-mar-nom-sbj","1"
"1428412115","filler","7"
"1428412115","t-A1-jul-nom-obj","7"
"1428412115","t-A1-jul-nom-sbj","1"
"1428412115","filler","1"
"1428412115","t-B2-mar-ext-obj","1"
"1428412115","t-B1-mar-dat-sbj","1"
"1428412115","filler","1"
"1428412115","t-B2-jul-ext-obj","1"
"1428412115","filler","7"
"1428412115","t-A1-pet-nom-obj","7"
"1428412115","t-A1-mar-nom-sbj","1"
"1428412115","filler","7"
"1428412115","t-A2-pet-ext-obj","1"
"1428412115","filler","7"
"1428412115","t-A1-ada-nom-sbj","1"
"1428412115","t-A2-pet-ext-sbj","1"
"1428412115","filler","1"
"1428412115","t-B2-pet-ext-obj","1"
"1428412115","t-B1-ada-nom-sbj","1"
"1428412115","filler","1"
"1428412115","t-A2-jul-ext-sbj","1"
"1428412115","filler","1"
"1428412115","t-A1-mar-nom-obj","7"
"1428412115","t-A2-mar-ext-obj","1"
"1428412115","filler","1"
"1428412115","t-A1-jul-dat-sbj","1"
"1428412115","filler","7"
"1428414715","practice","7"
"1428414715","practice","7"
"1428414715","practice","2"
"1428414715","t-B1-ada-dat-obj","3"
"1428414715","t-B1-mar-dat-obj","5"
"1428414715","filler","1"
"1428414715","t-A2-pet-ext-obj","4"
"1428414715","t-B2-ada-ext-sbj","4"
"1428414715","filler","7"
"1428414715","t-A2-jul-ext-sbj","1"
"1428414715","filler","1"
"1428414715","t-B2-mar-ext-obj","7"
"1428414715","t-A1-ada-nom-sbj","1"
"1428414715","filler","1"
"1428414715","t-B1-jul-nom-obj","7"
"1428414715","filler","7"
"1428414715","t-B2-pet-ext-sbj","1"
"1428414715","t-B1-pet-dat-obj","7"
"1428414715","filler","7"
"1428414715","t-B2-jul-ext-sbj","1"
"1428414715","t-B2-pet-ext-obj","7"
"1428414715","filler","7"
"1428414715","t-B2-mar-ext-sbj","7"
"1428414715","filler","7"
"1428414715","t-A1-pet-nom-obj","7"
"1428414715","t-B1-ada-dat-sbj","7"
"1428414715","filler","1"
"1428414715","t-A1-jul-nom-obj","7"
"1428414715","filler","7"
"1428414715","t-B1-pet-dat-sbj","7"
"1428414715","t-A2-ada-ext-sbj","7"
"1428414715","filler","6"
"1428414715","t-A1-pet-nom-sbj","7"
"1428414715","t-B1-mar-dat-sbj","7"
"1428414715","filler","6"
"1428414715","t-A1-mar-nom-sbj","1"
"1428414715","filler","7"
"1428414715","t-B1-mar-nom-obj","7"
"1428414715","t-B2-ada-ext-obj","1"
"1428414715","filler","1"
"1428414715","t-B1-ada-nom-obj","7"
"1428414715","filler","7"
"1428414715","t-B1-mar-nom-sbj","1"
"1428414715","t-B1-jul-dat-sbj","1"
"1428414715","filler","7"
"1428414715","t-A1-ada-dat-sbj","7"
"1428414715","t-B1-jul-nom-sbj","1"
"1428414715","filler","7"
"1428414715","t-A1-jul-nom-sbj","1"
"1428414715","filler","1"
"1428414715","t-A1-pet-dat-sbj","5"
"1428414715","t-A2-jul-ext-obj","1"
"1428414715","filler","7"
"1428414715","t-A1-mar-nom-obj","7"
"1428414715","filler","1"
"1428414715","t-A1-ada-nom-obj","1"
"1428414715","t-A2-mar-ext-obj","7"
"1428414715","filler","1"
"1428414715","t-A1-ada-dat-obj","1"
"1428414715","t-A1-mar-dat-sbj","1"
"1428414715","filler","7"
"1428414715","t-A1-mar-dat-obj","5"
"1428414715","filler","7"
"1428414715","t-A1-pet-dat-obj","7"
"1428414715","t-A2-pet-ext-sbj","1"
"1428414715","filler","1"
"1428414715","t-B1-ada-nom-sbj","1"
"1428414715","filler","7"
"1428414715","t-A1-jul-dat-obj","6"
"1428414715","t-B1-jul-dat-obj","7"
"1428414715","filler","7"
"1428414715","t-B1-pet-nom-obj","6"
"1428414715","t-B1-pet-nom-sbj","6"
"1428414715","filler","7"
"1428414715","t-A2-ada-ext-obj","6"
"1428414715","filler","7"
"1428414715","t-A2-mar-ext-sbj","3"
"1428414715","t-A1-jul-dat-sbj","1"
"1428414715","filler","7"
"1428414715","t-B2-jul-ext-obj","6"
"1428414715","filler","7"
"1428414975","practice","7"
"1428414975","practice","7"
"1428414975","practice","1"
"1428414975","t-B2-pet-ext-sbj","1"
"1428414975","t-B1-mar-nom-obj","4"
"1428414975","filler","6"
"1428414975","t-B2-pet-ext-obj","1"
"1428414975","t-B1-jul-nom-obj","5"
"1428414975","filler","1"
"1428414975","t-A1-mar-nom-sbj","1"
"1428414975","filler","3"
"1428414975","t-A1-pet-dat-obj","2"
"1428414975","t-A1-mar-nom-obj","7"
"1428414975","filler","3"
"1428414975","t-B1-ada-dat-obj","2"
"1428414975","filler","7"
"1428414975","t-B1-jul-nom-sbj","2"
"1428414975","t-B1-pet-dat-sbj","2"
"1428414975","filler","6"
"1428414975","t-B1-pet-dat-obj","5"
"1428414975","t-B1-jul-dat-obj","5"
"1428414975","filler","1"
"1428414975","t-A1-ada-nom-obj","7"
"1428414975","filler","1"
"1428414975","t-B2-jul-ext-obj","7"
"1428414975","t-B1-mar-dat-sbj","1"
"1428414975","filler","5"
"1428414975","t-B1-ada-dat-sbj","1"
"1428414975","filler","6"
"1428414975","t-A1-pet-nom-sbj","1"
"1428414975","t-A2-mar-ext-sbj","1"
"1428414975","filler","7"
"1428414975","t-A1-pet-nom-obj","7"
"1428414975","t-B2-jul-ext-sbj","5"
"1428414975","filler","6"
"1428414975","t-B1-mar-dat-obj","6"
"1428414975","filler","7"
"1428414975","t-B2-ada-ext-obj","6"
"1428414975","t-B1-ada-nom-sbj","2"
"1428414975","filler","7"
"1428414975","t-A1-jul-dat-sbj","1"
"1428414975","filler","6"
"1428414975","t-B2-mar-ext-obj","6"
"1428414975","t-B2-ada-ext-sbj","3"
"1428414975","filler","1"
"1428414975","t-B1-ada-nom-obj","7"
"1428414975","t-A2-jul-ext-sbj","1"
"1428414975","filler","1"
"1428414975","t-A1-mar-dat-sbj","1"
"1428414975","filler","1"
"1428414975","t-A1-jul-dat-obj","5"
"1428414975","t-A1-pet-dat-sbj","1"
"1428414975","filler","5"
"1428414975","t-A1-ada-nom-sbj","1"
"1428414975","filler","5"
"1428414975","t-A1-ada-dat-sbj","1"
"1428414975","t-A1-ada-dat-obj","3"
"1428414975","filler","3"
"1428414975","t-B1-jul-dat-sbj","3"
"1428414975","t-A2-pet-ext-sbj","1"
"1428414975","filler","7"
"1428414975","t-A2-ada-ext-obj","5"
"1428414975","filler","7"
"1428414975","t-A1-jul-nom-sbj","7"
"1428414975","t-B1-mar-nom-sbj","3"
"1428414975","filler","1"
"1428414975","t-B1-pet-nom-obj","5"
"1428414975","filler","6"
"1428414975","t-A2-ada-ext-sbj","5"
"1428414975","t-B1-pet-nom-sbj","2"
"1428414975","filler","7"
"1428414975","t-A2-jul-ext-obj","4"
"1428414975","t-A1-mar-dat-obj","4"
"1428414975","filler","7"
"1428414975","t-B2-mar-ext-sbj","4"
"1428414975","filler","1"
"1428414975","t-A2-pet-ext-obj","1"
"1428414975","t-A1-jul-nom-obj","7"
"1428414975","filler","5"
"1428414975","t-A2-mar-ext-obj","4"
"1428414975","filler","1"
"1428415717","practice","1"
"1428415717","practice","7"
"1428415717","practice","1"
"1428415717","t-A1-mar-dat-sbj","1"
"1428415717","t-C2-ada-ext-obj","1"
"1428415717","filler","5"
"1428415717","t-A1-pet-dat-sbj","1"
"1428415717","filler","6"
"1428415717","t-C3-ada-ext-sbj","1"
"1428415717","filler","1"
"1428415717","t-C3-pet-ext-obj","1"
"1428415717","t-A2-jul-ext-obj","3"
"1428415717","filler","1"
"1428415717","t-C3-pet-ext-sbj","1"
"1428415717","filler","7"
"1428415717","t-A3-mar-fin-sbj","1"
"1428415717","filler","7"
"1428415717","t-A1-mar-dat-obj","1"
"1428415717","t-A2-mar-ext-sbj","1"
"1428415717","filler","1"
"1428415717","t-C2-mar-ext-sbj","5"
"1428415717","filler","1"
"1428415717","t-A1-ada-dat-obj","3"
"1428415717","filler","1"
"1428415717","t-C3-mar-ext-obj","5"
"1428415717","t-C3-ada-ext-obj","5"
"1428415717","filler","7"
"1428415717","t-A1-jul-dat-obj","1"
"1428415717","filler","7"
"1428415717","t-C2-jul-ext-obj","5"
"1428415717","filler","7"
"1428415717","t-A2-ada-ext-sbj","2"
"1428415717","t-A3-mar-fin-obj","1"
"1428415717","filler","7"
"1428415717","t-A2-pet-ext-obj","3"
"1428415717","filler","7"
"1428415717","t-A3-jul-fin-obj","2"
"1428415717","filler","1"
"1428415717","t-A2-jul-ext-sbj","2"
"1428415717","t-C2-ada-ext-sbj","1"
"1428415717","filler","7"
"1428415717","t-A1-jul-dat-sbj","1"
"1428415717","filler","7"
"1428415717","t-C2-pet-ext-obj","3"
"1428415717","filler","7"
"1428415717","t-C3-mar-ext-sbj","1"
"1428415717","t-A2-ada-ext-obj","2"
"1428415717","filler","1"
"1428415717","t-C2-jul-ext-sbj","2"
"1428415717","filler","7"
"1428415717","t-A2-mar-ext-obj","2"
"1428415717","filler","7"
"1428415717","t-A2-pet-ext-sbj","1"
"1428415717","t-A3-pet-fin-sbj","3"
"1428415717","filler","1"
"1428415717","t-A1-pet-dat-obj","7"
"1428415717","filler","1"
"1428415717","t-A3-ada-fin-sbj","1"
"1428415717","filler","7"
"1428415717","t-C2-pet-ext-sbj","1"
"1428415717","t-C3-jul-ext-sbj","2"
"1428415717","filler","7"
"1428415717","t-A3-ada-fin-obj","2"
"1428415717","filler","1"
"1428415717","t-A3-jul-fin-sbj","7"
"1428415717","filler","1"
"1428415717","t-A3-pet-fin-obj","5"
"1428415717","t-C3-jul-ext-obj","7"
"1428415717","filler","1"
"1428415717","t-C2-mar-ext-obj","6"
"1428415717","filler","7"
"1428415717","t-A1-ada-dat-sbj","1"
"1428415717","filler","7"
"1428420144","practice","6"
"1428420144","practice","7"
"1428420144","practice","3"
"1428420144","t-A2-pet-ext-obj","5"
"1428420144","t-A1-mar-nom-sbj","1"
"1428420144","filler","1"
"1428420144","t-A2-jul-ext-sbj","2"
"1428420144","t-A2-mar-ext-obj","7"
"1428420144","filler","7"
"1428420144","t-A1-jul-nom-obj","7"
"1428420144","filler","7"
"1428420144","t-B1-jul-dat-sbj","5"
"1428420144","t-B1-ada-dat-sbj","1"
"1428420144","filler","7"
"1428420144","t-B1-pet-dat-sbj","3"
"1428420144","filler","7"
"1428420144","t-A1-ada-nom-sbj","2"
"1428420144","t-B1-pet-dat-obj","1"
"1428420144","filler","7"
"1428420144","t-B2-pet-ext-obj","2"
"1428420144","t-B2-ada-ext-sbj","2"
"1428420144","filler","7"
"1428420144","t-B1-ada-nom-obj","5"
"1428420144","filler","5"
"1428420144","t-B2-jul-ext-obj","7"
"1428420144","t-A1-pet-nom-obj","7"
"1428420144","filler","7"
"1428420144","t-B1-pet-nom-sbj","2"
"1428420144","filler","7"
"1428420144","t-B1-ada-dat-obj","5"
"1428420144","t-A2-jul-ext-obj","6"
"1428420144","filler","1"
"1428420144","t-A2-ada-ext-obj","2"
"1428420144","t-A1-ada-dat-sbj","5"
"1428420144","filler","7"
"1428420144","t-B1-jul-nom-obj","7"
"1428420144","filler","2"
"1428420144","t-A2-ada-ext-sbj","3"
"1428420144","t-B1-jul-dat-obj","7"
"1428420144","filler","1"
"1428420144","t-A1-jul-dat-sbj","2"
"1428420144","filler","1"
"1428420144","t-B2-mar-ext-sbj","7"
"1428420144","t-B2-jul-ext-sbj","7"
"1428420144","filler","7"
"1428420144","t-B1-jul-nom-sbj","1"
"1428420144","t-A1-ada-nom-obj","6"
"1428420144","filler","7"
"1428420144","t-A1-pet-dat-obj","7"
"1428420144","filler","7"
"1428420144","t-A1-jul-nom-sbj","3"
"1428420144","t-B1-mar-dat-sbj","7"
"1428420144","filler","1"
"1428420144","t-B1-mar-nom-obj","6"
"1428420144","filler","7"
"1428420144","t-A2-pet-ext-sbj","1"
"1428420144","t-A1-mar-dat-sbj","6"
"1428420144","filler","7"
"1428420144","t-B1-ada-nom-sbj","2"
"1428420144","t-B1-mar-dat-obj","7"
"1428420144","filler","1"
"1428420144","t-A1-pet-dat-sbj","7"
"1428420144","filler","1"
"1428420144","t-A1-mar-dat-obj","7"
"1428420144","t-A1-mar-nom-obj","7"
"1428420144","filler","7"
"1428420144","t-A1-jul-dat-obj","7"
"1428420144","filler","7"
"1428420144","t-A1-pet-nom-sbj","7"
"1428420144","t-B1-mar-nom-sbj","7"
"1428420144","filler","2"
"1428420144","t-B2-mar-ext-obj","6"
"1428420144","t-A1-ada-dat-obj","2"
"1428420144","filler","1"
"1428420144","t-A2-mar-ext-sbj","2"
"1428420144","filler","2"
"1428420144","t-B2-ada-ext-obj","2"
"1428420144","t-B2-pet-ext-sbj","5"
"1428420144","filler","1"
"1428420144","t-B1-pet-nom-obj","5"
"1428420144","filler","7"
"1428421971","practice","6"
"1428421971","practice","7"
"1428421971","practice","1"
"1428421971","t-C1-mar-nom-obj","7"
"1428421971","filler","6"
"1428421971","t-A1-mar-dat-sbj","1"
"1428421971","t-A1-mar-dat-obj","6"
"1428421971","filler","1"
"1428421971","t-A1-pet-dat-obj","6"
"1428421971","filler","7"
"1428421971","t-C1-mar-dat-obj","7"
"1428421971","t-C1-ada-nom-sbj","1"
"1428421971","filler","7"
"1428421971","t-A1-ada-nom-sbj","1"
"1428421971","filler","7"
"1428421971","t-A1-ada-nom-obj","7"
"1428421971","t-C1-pet-dat-sbj","1"
"1428421971","filler","7"
"1428421971","t-A1-ada-dat-obj","6"
"1428421971","t-A2-jul-ext-obj","6"
"1428421971","filler","7"
"1428421971","t-C1-jul-dat-obj","6"
"1428421971","filler","7"
"1428421971","t-A1-pet-dat-sbj","1"
"1428421971","t-A1-jul-nom-obj","7"
"1428421971","filler","7"
"1428421971","t-C2-mar-ext-obj","6"
"1428421971","filler","1"
"1428421971","t-A2-jul-ext-sbj","6"
"1428421971","t-C1-mar-nom-sbj","1"
"1428421971","filler","1"
"1428421971","t-A2-pet-ext-obj","4"
"1428421971","t-C1-pet-nom-obj","7"
"1428421971","filler","1"
"1428421971","t-C2-pet-ext-obj","1"
"1428421971","filler","1"
"1428421971","t-C1-jul-dat-sbj","1"
"1428421971","t-C2-jul-ext-sbj","1"
"1428421971","filler","5"
"1428421971","t-A1-jul-dat-obj","5"
"1428421971","filler","7"
"1428421971","t-C2-pet-ext-sbj","1"
"1428421971","t-C2-ada-ext-sbj","1"
"1428421971","filler","7"
"1428421971","t-A2-mar-ext-obj","7"
"1428421971","t-A1-mar-nom-sbj","1"
"1428421971","filler","7"
"1428421971","t-A1-pet-nom-sbj","1"
"1428421971","filler","1"
"1428421971","t-C1-mar-dat-sbj","1"
"1428421971","t-A1-pet-nom-obj","7"
"1428421971","filler","7"
"1428421971","t-C2-mar-ext-sbj","1"
"1428421971","filler","1"
"1428421971","t-A1-ada-dat-sbj","1"
"1428421971","t-A1-jul-dat-sbj","4"
"1428421971","filler","7"
"1428421971","t-A1-jul-nom-sbj","3"
"1428421971","t-C2-ada-ext-obj","7"
"1428421971","filler","7"
"1428421971","t-C1-ada-nom-obj","7"
"1428421971","filler","7"
"1428421971","t-A2-ada-ext-sbj","1"
"1428421971","t-A2-mar-ext-sbj","1"
"1428421971","filler","7"
"1428421971","t-C2-jul-ext-obj","6"
"1428421971","filler","7"
"1428421971","t-C1-jul-nom-obj","7"
"1428421971","t-C1-ada-dat-obj","6"
"1428421971","filler","7"
"1428421971","t-C1-pet-nom-sbj","1"
"1428421971","t-C1-pet-dat-obj","7"
"1428421971","filler","1"
"1428421971","t-C1-ada-dat-sbj","1"
"1428421971","filler","1"
"1428421971","t-A2-pet-ext-sbj","1"
"1428421971","t-A1-mar-nom-obj","7"
"1428421971","filler","7"
"1428421971","t-A2-ada-ext-obj","7"
"1428421971","filler","7"
"1428421971","t-C1-jul-nom-sbj","7"
"1428424454","practice","7"
"1428424454","practice","7"
"1428424454","practice","1"
"1428424454","t-C2-mar-ext-sbj","2"
"1428424454","t-C2-mar-ext-obj","2"
"1428424454","filler","2"
"1428424454","t-C3-jul-ext-obj","1"
"1428424454","filler","7"
"1428424454","t-C3-mar-ext-obj","3"
"1428424454","filler","3"
"1428424454","t-C2-jul-ext-sbj","3"
"1428424454","t-C2-jul-ext-obj","7"
"1428424454","filler","7"
"1428424454","t-A3-mar-fin-sbj","6"
"1428424454","filler","7"
"1428424454","t-A3-ada-fin-obj","7"
"1428424454","filler","7"
"1428424454","t-A2-pet-ext-sbj","2"
"1428424454","t-C3-pet-ext-sbj","3"
"1428424454","filler","7"
"1428424454","t-A1-jul-dat-sbj","5"
"1428424454","filler","7"
"1428424454","t-A2-mar-ext-sbj","3"
"1428424454","filler","7"
"1428424454","t-A1-pet-dat-sbj","2"
"1428424454","t-A1-mar-dat-obj","4"
"1428424454","filler","7"
"1428424454","t-A2-mar-ext-obj","7"
"1428424454","filler","2"
"1428424454","t-A1-mar-dat-sbj","1"
"1428424454","filler","7"
"1428424454","t-A2-jul-ext-obj","3"
"1428424454","t-A3-pet-fin-sbj","1"
"1428424454","filler","1"
"1428424454","t-C3-mar-ext-sbj","2"
"1428424454","filler","7"
"1428424454","t-A1-pet-dat-obj","7"
"1428424454","filler","2"
"1428424454","t-A3-mar-fin-obj","4"
"1428424454","t-A2-pet-ext-obj","4"
"1428424454","filler","7"
"1428424454","t-A3-jul-fin-obj","5"
"1428424454","filler","6"
"1428424454","t-C2-ada-ext-obj","6"
"1428424454","filler","1"
"1428424454","t-A3-jul-fin-sbj","3"
"1428424454","t-A1-ada-dat-obj","6"
"1428424454","filler","7"
"1428424454","t-C3-jul-ext-sbj","1"
"1428424454","filler","6"
"1428424454","t-A2-jul-ext-sbj","2"
"1428424454","filler","1"
"1428424454","t-C2-ada-ext-sbj","6"
"1428424454","t-C3-ada-ext-sbj","6"
"1428424454","filler","7"
"1428424454","t-A3-pet-fin-obj","7"
"1428424454","filler","7"
"1428424454","t-A3-ada-fin-sbj","5"
"1428424454","filler","7"
"1428424454","t-C2-pet-ext-sbj","1"
"1428424454","t-A1-jul-dat-obj","6"
"1428424454","filler","7"
"1428424454","t-C2-pet-ext-obj","6"
"1428424454","filler","6"
"1428424454","t-C3-pet-ext-obj","5"
"1428424454","filler","1"
"1428424454","t-A2-ada-ext-sbj","2"
"1428424454","t-C3-ada-ext-obj","2"
"1428424454","filler","2"
"1428424454","t-A1-ada-dat-sbj","6"
"1428424454","filler","7"
"1428424454","t-A2-ada-ext-obj","6"
"1428424454","filler","2"
"1428425270","practice","4"
"1428425270","practice","6"
"1428425270","practice","1"
"1428425270","t-B2-mar-ext-sbj","5"
"1428425270","t-A1-ada-nom-obj","5"
"1428425270","filler","3"
"1428425270","t-A2-mar-ext-obj","2"
"1428425270","t-A1-pet-nom-obj","6"
"1428425270","filler","3"
"1428425270","t-A1-ada-dat-sbj","2"
"1428425270","filler","3"
"1428425270","t-B2-pet-ext-obj","1"
"1428425270","t-A1-jul-dat-obj","3"
"1428425270","filler","1"
"1428425270","t-A2-jul-ext-sbj","2"
"1428425270","filler","4"
"1428425270","t-A1-jul-nom-obj","4"
"1428425270","t-A1-ada-dat-obj","1"
"1428425270","filler","3"
"1428425270","t-B2-ada-ext-sbj","3"
"1428425270","t-B2-jul-ext-obj","3"
"1428425270","filler","4"
"1428425270","t-B1-ada-dat-obj","3"
"1428425270","filler","1"
"1428425270","t-A2-pet-ext-obj","1"
"1428425270","t-B1-jul-nom-sbj","1"
"1428425270","filler","5"
"1428425270","t-A1-jul-dat-sbj","2"
"1428425270","filler","1"
"1428425270","t-A1-mar-nom-obj","4"
"1428425270","t-B1-mar-dat-obj","5"
"1428425270","filler","1"
"1428425270","t-B2-mar-ext-obj","4"
"1428425270","t-A1-jul-nom-sbj","1"
"1428425270","filler","4"
